"","Assoc","Beta0","Beta1","Sigma","A11","A22","SE0","SE1","SEy","Time"
"1",0.56591005027286,-0.215833693292936,0.329856972881666,0.497759403519735,0.541998876742778,0.296978359850069,0.0419393711869196,0.0287853387995758,0.0870101102887371,7.51311588287354
"2",0.699726266609983,-0.153874093460895,0.318405045184878,0.512645751214691,0.458425599812024,0.291202194032916,0.0383651969379029,0.0279223748249586,0.104093994156743,7.27631711959839
"3",0.514319041265903,-0.209478572939371,0.321538432934173,0.495162890438371,0.470511729887701,0.299398107512703,0.0383887592640365,0.0290939031033389,0.0975426290927399,7.82428789138794
"4",0.625673860054684,-0.183378336159241,0.263345439981131,0.497625343982314,0.464593765857149,0.325669247796319,0.0379803804574177,0.0295835434018692,0.104363990116859,6.63774609565735
"5",0.548289642754453,-0.213917899269931,0.286822737827413,0.504402798887593,0.485313898107643,0.277063365697471,0.039466339151721,0.026462857148618,0.0899957280983887,6.40816187858582
"6",0.71484033963011,-0.214151550255582,0.293680493233498,0.488289276091894,0.487225626951789,0.291616279789682,0.0387416357554047,0.027666089823382,0.11285157665383,6.92426609992981
"7",0.567549517957636,-0.268425569974275,0.30735144491078,0.499267085811581,0.490693736132651,0.291437476822716,0.039569217444706,0.0280844437788182,0.0922538145302516,6.80066990852356
"8",0.576057494573224,-0.25903093833292,0.247819298559484,0.511281847300185,0.518244043390971,0.347862015882029,0.0413656516635564,0.0321525897689965,0.0981868783390724,6.48013997077942
"9",0.568448045820878,-0.186395227829596,0.338032260903518,0.482097498335023,0.506044877897985,0.313558230954896,0.0398712243698222,0.028536579403448,0.0852338781777563,6.1832320690155
"10",0.595685224893202,-0.266064822190952,0.310709950954945,0.470749234966455,0.533602466655541,0.343475001281988,0.0409230776345354,0.0317031624897194,0.0954319205886203,8.68642902374268
"11",0.644763557254176,-0.116823741302707,0.185767445825275,0.525411947719545,0.468743233650456,0.249801985253742,0.0391228759041697,0.0245850720131847,0.130987257056722,7.0851001739502
"12",0.656959321380734,-0.243580855150952,0.362228307728367,0.500170234276772,0.525522528113196,0.317475028406014,0.0413695666407131,0.0304588060097239,0.106597517561694,8.65599322319031
"13",0.633081070241055,-0.211439186605316,0.307900834346322,0.502609156247114,0.477337645756305,0.268062833713129,0.0387658897620413,0.0273736854847156,0.102982208446132,8.53474593162537
"14",0.470428402794267,-0.22742232646059,0.281878467205031,0.476661395301466,0.539630625994248,0.309528493738589,0.0414532201456347,0.0286070201918225,0.0892429592040477,6.28636407852173
"15",0.575156207809797,-0.214347248734131,0.284760862464323,0.500922675086381,0.519030790621595,0.284750552970833,0.0412143246209538,0.028110706424248,0.0886586007438771,6.96809005737305
"16",0.529290879040304,-0.220556962359563,0.288686917769522,0.510290618476874,0.55281309384168,0.280030154514633,0.0432495241024803,0.0279958408768058,0.0951561736921211,6.67706799507141
"17",0.586497086327041,-0.144558716712709,0.300172502187946,0.513012525743125,0.502176039915016,0.296321229771771,0.040696514240409,0.0307510705559706,0.109957226041301,10.7708938121796
"18",0.603532751172844,-0.22256357213165,0.278440021242293,0.496736156394783,0.563124954016409,0.233279282272968,0.0427917744846182,0.022776878660875,0.0902600386579189,6.76557421684265
"19",0.44004723705473,-0.0823227621270188,0.285945657794261,0.494903148801205,0.522155430933878,0.290121036921347,0.04070447488077,0.0286825659002369,0.096292677044876,7.32036280632019
"20",0.448905782728032,-0.166624821694609,0.236601922242895,0.494961836500593,0.480960491156093,0.277570665060753,0.0387914585905891,0.0272310342261587,0.108768479121489,8.04149317741394
"21",0.510267279846932,-0.238882291545041,0.24437289682593,0.502140388138229,0.539371293729459,0.283098843594914,0.0419197006813507,0.028212881626133,0.085550307960917,7.36589789390564
"22",0.731410827735937,-0.132185368140218,0.301082820441667,0.500808094771031,0.475335143610133,0.318038470775439,0.0388581775678357,0.0300328657516012,0.107379303388088,8.40112018585205
"23",0.607866475714374,-0.177026592464423,0.312042580014818,0.513991514465123,0.491471755061334,0.300610359678055,0.0399245820165297,0.0274370344281974,0.110989396663472,7.36384105682373
"24",0.795396893610983,-0.246201572597651,0.358255324062207,0.515917292565844,0.566665860844936,0.287111518194919,0.0439470605156949,0.0285184296687242,0.116999413020806,7.9902548789978
"25",0.59536250573122,-0.149887364542137,0.278604280122453,0.503678872736756,0.583561529135797,0.292462905475321,0.0445694681007798,0.0294144413885781,0.104033742355787,7.1622998714447
"26",0.522482703913093,-0.228411099776679,0.261443936190065,0.512313187237442,0.469234931366378,0.283185894035084,0.0387940502835363,0.0273934831309796,0.0959498627634216,6.92901396751404
"27",0.537896148027453,-0.209562069896266,0.321218333301042,0.514804335662663,0.58093250586872,0.29734192833964,0.0447893079129074,0.0304163644260331,0.111334223016186,6.704421043396
"28",0.626151021747625,-0.241358286211958,0.306732395280749,0.480172165692781,0.46489482175534,0.335317874788358,0.0377539352662597,0.0309098346333161,0.0944464805143547,7.13510680198669
"29",0.549362330052777,-0.184941929581334,0.252888434532794,0.506197804329217,0.520804673348058,0.296226946285271,0.0410261646656176,0.0278375537837647,0.0944173277075381,7.24429202079773
"30",0.751650373130208,-0.195410804389859,0.291665505494983,0.507909506723295,0.430164755727996,0.309025477878775,0.0366688665251851,0.0286746804918317,0.119369055498195,9.10599803924561
"31",0.796847777932597,-0.227905230638361,0.330523342080085,0.518047147140457,0.5055520905514,0.296364406550735,0.0405984517003224,0.028059688929559,0.0992392500261334,9.13187289237976
"32",0.55550003708416,-0.2106841547753,0.308531267114942,0.497848021634609,0.495469437329491,0.297751806815795,0.0397342614567716,0.029065320336482,0.103351872060777,7.92395687103271
"33",0.623487159080081,-0.254208705291204,0.277846354876268,0.486462783877251,0.544723215586922,0.286586264718206,0.0416551105367862,0.0266796621782593,0.101692146425852,7.44853091239929
"34",0.659482729596248,-0.184486816694069,0.299486004279759,0.474164766614885,0.499118691141691,0.316888985921237,0.0390821620818526,0.0290615487513225,0.102055216042266,7.47844576835632
"35",0.489229892347152,-0.207346149773502,0.308785714011904,0.514890608640364,0.50363099635439,0.303851126784739,0.0408519393069635,0.0301500978843123,0.0886468537437765,7.11350202560425
"36",0.55468046932227,-0.211598828250266,0.297618290704362,0.497725157135576,0.491258210658522,0.337965322997744,0.0393205849783548,0.0310874413339921,0.08793091049362,8.04586410522461
"37",0.692657579491686,-0.229465594573067,0.320042949621948,0.467372952155527,0.491726711030707,0.336741848385874,0.0389806588478431,0.0312714544613064,0.106184154230672,8.99839210510254
"38",0.60983816267645,-0.292647878088479,0.329340745370038,0.515836165471877,0.477487821537418,0.306769112774129,0.0396777306880031,0.0294156803550689,0.113251360537648,9.00188207626343
"39",0.626054121773388,-0.162749774451368,0.322610412335638,0.511033049379613,0.558399917737331,0.274615681912996,0.0430300432531269,0.0271459717390718,0.100408660516488,7.92276000976562
"40",0.471875151799093,-0.216763661292295,0.274625393592301,0.474470965621336,0.47400196838569,0.306910441926306,0.0378747196998183,0.0289285259144589,0.102133954179508,6.63936805725098
"41",0.42515143246624,-0.177192325597177,0.309583323452596,0.491955006899986,0.526407639964696,0.290944152405884,0.0412056737594587,0.0277849693268162,0.101804101186008,6.52568888664246
"42",0.686296967653835,-0.230024059301013,0.31947508244437,0.49629084324395,0.523086181883191,0.304419773945627,0.0411396996756542,0.0316272604338882,0.124882697960308,8.43183708190918
"43",0.570684955676742,-0.176864827549791,0.280915625618226,0.47759104113524,0.495437718762889,0.318670210610484,0.0391883737415037,0.0285319366326846,0.0962168931743766,7.27830910682678
"44",0.638695912035829,-0.253822252269895,0.301936427578052,0.500479672322667,0.505860850787578,0.291804172320641,0.0405711049306309,0.0288210012923284,0.0967364077055255,8.70835900306702
"45",0.698206453007152,-0.139021238582111,0.248805899754349,0.474563357277969,0.465601862009911,0.318564942452661,0.0376105819827737,0.0303760942331338,0.0998399933169852,7.80990219116211
"46",0.403620180791307,-0.193336892476954,0.279216190509182,0.472196705773107,0.499339193621129,0.290637968860624,0.0393463992696938,0.0297348075135185,0.0906965180045083,5.89479398727417
"47",0.707894575075434,-0.200604806921273,0.292210977220356,0.502124244048634,0.575109473505963,0.289321231254737,0.0438102623273213,0.0274258511529381,0.10755318556867,7.4095470905304
"48",0.50463742384053,-0.204825815460928,0.389192779058791,0.51650918002908,0.498851109633943,0.372329536013682,0.0410747973617891,0.0358263878273098,0.0892038277790777,7.12344002723694
"49",0.654091269786515,-0.134891551421827,0.307167534290733,0.515335054942483,0.43477293554237,0.292467228256044,0.0373594944633667,0.0285846131423497,0.11081952938367,9.74276900291443
"50",0.666274364544476,-0.107599317992419,0.262003714648059,0.477669930307118,0.508129505104654,0.27071186869562,0.0398262414766624,0.0265048934879505,0.129067423523313,9.52192902565002
"51",0.702263956381655,-0.155655100651969,0.310674281646744,0.493568826608042,0.477428652698756,0.273531973915172,0.0386004746330042,0.0270360037113812,0.114297468599268,8.75512194633484
"52",0.692567787558342,-0.155380470920538,0.311636625128965,0.515921196803501,0.459003805560678,0.281577201517677,0.0383332206881926,0.0292871634808162,0.116171456398974,8.98203301429749
"53",0.566495465910266,-0.225714449848579,0.290035432822312,0.502254178944429,0.526859733456642,0.3195959676588,0.041427947196765,0.0306444064770103,0.0909231134960538,8.77454590797424
"54",0.658126182459462,-0.200324346363685,0.25269029177888,0.498032890703763,0.443034954482231,0.300792200189664,0.036978341843118,0.0297395219403606,0.111737828016582,8.02490305900574
