"","Assoc","Beta0","Beta1","Sigma","A11","A22","SE0","SE1","SEy","Time"
"78",0.609580489398068,-0.157310364271087,0.341667388922853,0.499998684769347,0.4945591,0.3029256,0.039863278859419,0.0282046150382079,0.10186069040001,0.120674848556519
"79",0.627243827982242,-0.146865246086322,0.297442651968306,0.506172440917846,0.429513,0.2882285,0.0364054764700498,0.0276900906644207,0.106165752593748,0.269277095794678
"80",0.644386536061982,-0.237769646762261,0.244632899258473,0.487297281775924,0.5223925,0.3059259,0.0405889303864715,0.0278671977957398,0.0997462825031207,0.222939014434814
"81",0.749463786493054,-0.25625935946636,0.229801535186972,0.480139066581941,0.5131256,0.2663729,0.0400739573329341,0.0249848621868793,0.121736179887527,0.149951934814453
"82",0.697286234617885,-0.199270689737074,0.24772669608865,0.49014304313222,0.4747243,0.2558391,0.0382080834791886,0.0253990768628126,0.114946517879654,0.229880094528198
"83",0.667181242416265,-0.245943253684293,0.253003015255965,0.481453998669015,0.4712181,0.2857671,0.0378971340824745,0.0273751148963441,0.117152461860878,0.15155291557312
"84",0.880381700113501,-0.186731833681566,0.25450916416775,0.498802769613403,0.5303553,0.2711594,0.0412759277841943,0.0263889385685991,0.108805144936841,0.225395917892456
"85",0.493996183680428,-0.21680024852467,0.306000722595493,0.492323936458959,0.4835956,0.2480247,0.0388644396983451,0.0249230870327317,0.123498340977141,0.27727198600769
"86",0.784376761658785,-0.157234046767389,0.255931226208325,0.519400009430844,0.4242718,0.3215638,0.0368963366866884,0.0309516092223864,0.120386548650793,0.217120885848999
"87",0.625161958409451,-0.220263888348908,0.241965693789862,0.49016123079064,0.5273526,0.2872275,0.040963608280249,0.0276490033992222,0.111399252860654,0.152712106704712
"88",0.612687833763924,-0.171209819674308,0.277950292444854,0.478507773301534,0.5368961,0.3285114,0.0416421003150073,0.029628304434413,0.0969425544544621,0.15575909614563
"89",0.671422448108394,-0.187986961320176,0.26823931941847,0.502432113216159,0.5435645,0.3301132,0.0426128035581473,0.0299683231604703,0.103435115800563,0.13188910484314
"90",0.565306481328515,-0.230429377246088,0.301948933975578,0.513796367377058,0.5102527,0.2872022,0.0406308509543733,0.0273366272684528,0.0977123436031852,0.166889905929565
"91",0.647424950954167,-0.185592094083482,0.267156685977694,0.490133483210407,0.4715482,0.2855254,0.0383640410034862,0.0267428066862805,0.0947894942226241,0.231094837188721
"92",0.515297829964506,-0.170156387203668,0.32602098484174,0.485076930378507,0.5307983,0.3330421,0.0411212895014381,0.030291511912781,0.0912865272225798,0.122672080993652
"93",0.517515807198965,-0.191925361865208,0.232767181118106,0.51920843639058,0.4663171,0.2966932,0.0387041618118843,0.0280029777064946,0.10005024839545,0.181514024734497
"94",0.594321307360664,-0.186729386188481,0.268040030670908,0.502908329263069,0.5503619,0.2973825,0.0425718510776946,0.0271622472057906,0.0987881393218071,0.165117979049683
"95",0.41880049250764,-0.175830267022998,0.288229976310236,0.512038610529516,0.5159062,0.3116415,0.040982260836836,0.0309218542407568,0.110821086989689,0.156058073043823
"96",0.872216362795457,-0.159118465256827,0.256274051310524,0.499695524528699,0.5025631,0.2544355,0.0398300053590957,0.0251207895470721,0.130036920383146,0.121675968170166
"97",0.585174838168278,-0.163665528320565,0.228350347359543,0.492866818156981,0.4843624,0.3209496,0.0389967763913904,0.0290732615672393,0.11155449117457,0.179127216339111
"98",0.696535670544288,-0.168762249078261,0.288730353601669,0.517127208547712,0.4851613,0.3220746,0.0395838831061985,0.0296161643852833,0.10665157036008,0.100934028625488
"99",0.64130960701824,-0.172537215631343,0.283615719035166,0.456718284178062,0.4503495,0.3250573,0.0367467538021678,0.0312071106235169,0.11750310985566,0.159558773040771
"100",0.520279549540034,-0.225502413553806,0.246432006602363,0.488999733006828,0.4651439,0.2864111,0.0375159819329238,0.0261019713096351,0.102884923649416,0.146945953369141
"101",0.602508936468947,-0.155497471372216,0.239570847630079,0.502308511326422,0.477464,0.2400987,0.0384641377825224,0.0243530475863661,0.112131905621718,0.296043872833252
"102",0.737452056196929,-0.158688600204039,0.291683211609557,0.510922052781537,0.4611935,0.250557,0.0384678086063861,0.0247398335933159,0.109125225802772,0.217419147491455
"103",0.723750436261277,-0.237123475067328,0.325431396858731,0.521156891287664,0.540001,0.3254063,0.0428014924028409,0.030795932098537,0.0998846067776922,0.169032096862793
"104",0.528930250287615,-0.144888351631145,0.317553180416176,0.472924680808857,0.5420247,0.2768351,0.041472262275041,0.0261890338135247,0.0962231803419974,0.146674871444702
"105",0.444107119457181,-0.225025232454554,0.277993674340235,0.500013562815801,0.5313593,0.3014136,0.0416433591062483,0.0285402555788405,0.0910297204499571,0.203457117080688
"106",0.757333410612163,-0.234874015867214,0.27208316611555,0.489793566645358,0.4618489,0.3301921,0.0376720676193023,0.0298689083645118,0.113387689266855,0.163592100143433
"107",0.666339163073652,-0.208805394242911,0.266207602610944,0.522689544654977,0.476571,0.3185325,0.039441436321577,0.0301437045768148,0.104526596643577,0.110771894454956
"108",0.65710690218594,-0.14677115611301,0.26032948929091,0.508665089463696,0.4201963,0.3012584,0.0364249445423595,0.029422025405805,0.108921519056859,0.244351863861084
"109",0.59842983370435,-0.164659139007853,0.237742562698427,0.48519720203337,0.5490599,0.2987717,0.0419899123763215,0.0273613771817672,0.109985474557223,0.164705991744995
"110",0.536153100970602,-0.168931789770549,0.278845209980359,0.476438556382557,0.5020774,0.3203679,0.0394446340947988,0.028913941204277,0.0887231278528755,0.127660989761353
"111",0.540465072897361,-0.177336939877069,0.250301290181596,0.499141372644901,0.5172442,0.2946955,0.0411773794220893,0.0282366994739047,0.0878446883743352,0.239964962005615
"112",0.638724690051664,-0.176573940668935,0.228885548186073,0.488554975043513,0.498445,0.2722447,0.0394604013889398,0.0257836481110108,0.100489922773249,0.13300895690918
"113",0.481866097924437,-0.205731720825601,0.28475688907696,0.506455961981983,0.4714814,0.293397,0.039136031104644,0.0297356721674583,0.120016051425326,0.174709796905518
"114",0.652352984140894,-0.196999823442436,0.286213602621786,0.504115387079412,0.4932642,0.2939816,0.0400843959612842,0.0289304541460373,0.109200015239779,0.210421085357666
"115",0.558387145373337,-0.169382725635703,0.281240632262682,0.462482050956612,0.5845621,0.2978764,0.0435566101041208,0.0276290673091401,0.0960130042907979,0.166018009185791
"116",0.563010115312968,-0.202303569541918,0.235392381034483,0.496342916741004,0.4824648,0.2558437,0.0389540123424146,0.0257981987288119,0.112826809258287,0.260773897171021
"117",0.452004886121606,-0.220150392008688,0.213262271875109,0.494267272105311,0.4940593,0.3218602,0.0393618849568966,0.0294535330314893,0.10012745055731,0.149985074996948
"118",0.4534035479808,-0.178294443248028,0.258176563798289,0.527092825160993,0.5215784,0.2650663,0.0418980910375993,0.0265585257947001,0.102667128773215,0.243349075317383
"119",0.665172736511549,-0.182431105623576,0.233687921080146,0.517562651847013,0.5531835,0.2458108,0.0430787098827219,0.0254317705197814,0.109797105170596,0.265001058578491
"120",0.685853292913277,-0.171597806222825,0.237692143349591,0.487498584095169,0.5736583,0.2573293,0.0433908996468351,0.0251734258080074,0.111343627667634,0.112919092178345
"121",0.55996503171742,-0.211455293815901,0.252287959702369,0.514222899839094,0.4950607,0.2236965,0.039966034976405,0.0232497755435042,0.131092032739397,0.3297119140625
"122",0.491291849283112,-0.124973653569185,0.272103569200968,0.508371547354247,0.5152726,0.2805258,0.040875076272797,0.0273302033367553,0.102484475970181,0.166639089584351
"123",0.897968133661176,-0.160934213079008,0.282408653517982,0.488967402420184,0.4768875,0.3306166,0.0384651426062642,0.0310926270434672,0.122463067923243,0.119677066802979
"124",0.544711357317428,-0.187308480440101,0.351261234541132,0.483733575872411,0.578533,0.3415569,0.0436830992120945,0.0303943706374224,0.0820361685843697,0.157145977020264
"125",0.730057213573273,-0.178001247748234,0.256554148662891,0.543817068215936,0.4656955,0.2419014,0.0393413288101617,0.0253452272306534,0.139995722250989,0.263881206512451
"126",0.605880821686611,-0.298565008282281,0.267137901044789,0.486933480477145,0.5249131,0.253541,0.0404490841152468,0.0238322521407929,0.105968491713474,0.10669994354248
"127",0.628911287134348,-0.197557517991604,0.280330742441503,0.513147036395906,0.5110222,0.3553707,0.0405636516816223,0.0307971720860109,0.0934697210458012,0.147607088088989
"128",0.420662559380966,-0.193131361143443,0.308101034261831,0.503569108735197,0.5592556,0.2852424,0.0429010303395036,0.0266132463685046,0.0990253518991897,0.141124963760376
"129",0.619643045791848,-0.171799783481522,0.313722792310694,0.501215136312255,0.5282435,0.2851886,0.0411476405437132,0.0266322666112442,0.084249740821428,0.132851123809814
"130",0.678375478886804,-0.244708415624549,0.242935180634108,0.505544145636007,0.5004634,0.2686733,0.0395971644011022,0.0252783273613077,0.108899786343131,0.16057300567627
"131",0.437078866088726,-0.155788742139464,0.254032524252617,0.502159329678218,0.4898338,0.2726668,0.0396128477180004,0.0257613641630938,0.098495605796973,0.0578441619873047
"132",0.67693442468587,-0.220793954965085,0.251831102242251,0.514735165907959,0.4866407,0.2999464,0.039642702665852,0.0281460785115766,0.108724079268395,0.202584028244019
"133",0.779921700130961,-0.225792845566994,0.221066714423353,0.507615126000479,0.427253,0.2678952,0.0366125487786735,0.0267904449221051,0.12507494691364,0.286659955978394
"134",0.591179718744928,-0.167587219320255,0.262738680697828,0.504912824026097,0.4817044,0.2880506,0.0392424558799762,0.0270952576334815,0.0961889315412499,0.174046039581299
"135",0.695577691738388,-0.202888368502849,0.295853457750779,0.508922018402683,0.478764,0.3020238,0.0392400776687737,0.0282383662455116,0.12153989120467,0.167123079299927
"136",0.582708537645432,-0.224134905171777,0.296601378672883,0.512732687655053,0.5186533,0.3051954,0.0411342322182953,0.0276684647609241,0.0999235061571255,0.147584915161133
"137",0.667698467902554,-0.233518914034997,0.29184752125841,0.524653710975577,0.4644361,0.3406349,0.038883440063803,0.0302667708400419,0.0960443738413959,0.1579270362854
"138",0.677410246975438,-0.222439694282695,0.258943897259887,0.519317911736917,0.4557292,0.3012762,0.0379794763311485,0.0288662358198786,0.117370192083072,0.290081977844238
"139",0.576079811412843,-0.261599571956738,0.265597792255248,0.496985511659749,0.5051744,0.2866929,0.0399366858130076,0.0267914700130226,0.10430883715075,0.150601148605347
"140",0.594224465080117,-0.199934889834224,0.244128647726595,0.514009010275782,0.4679414,0.2687146,0.0382585183338941,0.0259197052023551,0.11254118635678,0.166109085083008
"141",0.774341513155793,-0.220337501942306,0.249741116521667,0.494557620552613,0.5102585,0.2717271,0.0403718613440436,0.0262197164856883,0.111434661009214,0.136782169342041
"142",0.757432005896203,-0.125194510030557,0.231861692236201,0.510252994320559,0.5196735,0.3061654,0.0413353197525122,0.0283791676854064,0.109492776459219,0.159083843231201
"143",0.471079273578202,-0.197355671081076,0.269735967879533,0.503880939174801,0.555641,0.26515,0.0427111502875092,0.0253802897202232,0.109162723252561,0.115854024887085
"144",0.551187174542883,-0.188443774515791,0.281675935981886,0.493597187802562,0.4884495,0.2986765,0.0392467559107621,0.027571757710301,0.0916760835078016,0.163583040237427
"145",0.562537607008415,-0.252488058204612,0.287757266918919,0.503954066231765,0.4931952,0.3118815,0.0397611545331321,0.0289534927126393,0.106242157614932,0.186089038848877
"146",0.791925926208055,-0.200132743583971,0.297413577176509,0.501508820739375,0.50444,0.2908549,0.0404728019189636,0.0274798690226531,0.123972293896993,0.193449020385742
"147",0.70334011973512,-0.225831375817539,0.316774553418189,0.481786770368145,0.4947907,0.2918345,0.0388239324697548,0.0259345045753669,0.100577011675432,0.153186082839966
"148",0.605725711277015,-0.227989893210854,0.300121328552366,0.501076073383523,0.4951128,0.2878804,0.039773603772399,0.0273911822800739,0.109689449054142,0.102776050567627
"149",0.662832348971359,-0.163572172512817,0.255202166815449,0.485695679088932,0.4988788,0.3175145,0.0392662797266348,0.028284664824385,0.120245685759861,0.197053909301758
"150",0.519528659026262,-0.213653598292226,0.311681975079415,0.491804891519339,0.4827733,0.2988965,0.0387041795958719,0.029571267926732,0.10903494383537,0.216471910476685
"151",0.491058582333943,-0.247597202524183,0.305491979932558,0.524799368706104,0.4691584,0.3053286,0.0394165860157506,0.0291870642107519,0.114927626848649,0.220000982284546
"152",0.453831964722514,-0.132947909944497,0.262342432336011,0.470778375223337,0.4703937,0.2937721,0.0376273025888394,0.0268593937196429,0.099498296541448,0.126258134841919
"153",0.752739648331147,-0.163274357495831,0.315259343530281,0.520080852891192,0.5857638,0.2817787,0.0444908950647336,0.0263898490349287,0.100595651489105,0.112987995147705
"154",0.708978341804193,-0.211111986598871,0.290970976604646,0.49605065674327,0.5452461,0.2877974,0.0421453211912275,0.0277044024213105,0.0922825954764437,0.20158314704895
"155",0.514450854486927,-0.182761508117613,0.278317311009861,0.497455815453142,0.4692791,0.2680325,0.0381751776121106,0.0266000625792503,0.10335482538741,0.202460050582886
"156",0.687744832900367,-0.221285495290457,0.292282653539808,0.476876369929167,0.5546864,0.2638194,0.042088322760975,0.0243859126370482,0.107546768685615,0.159678936004639
"157",0.604288805429054,-0.142346203671163,0.239271164103725,0.496077749611534,0.5138934,0.3385926,0.0406895871458147,0.0309060856004176,0.101106599327259,0.173878908157349
"158",0.481383181018667,-0.181184173007581,0.257426241294435,0.488055197145698,0.4556595,0.2724244,0.0374330769542694,0.0276530057844535,0.110966507834318,0.207113027572632
"159",0.511394145316679,-0.18816531665214,0.261568043287733,0.520820213287309,0.4853647,0.2910827,0.0398736785407627,0.0282698340513759,0.116380921160621,0.203932046890259
"160",0.620452517122438,-0.280090904054624,0.27802567897774,0.47827638031462,0.492674,0.3254989,0.0389693428617471,0.0295587075008728,0.100671358059531,0.174088001251221
"161",0.635381399609814,-0.143316565368914,0.250945645901641,0.503560142373564,0.576781,0.3022079,0.0439105267415171,0.0278312725170037,0.11373559238029,0.204627990722656
"162",0.544526778140997,-0.184870963032461,0.271871654163201,0.503483776693335,0.4424493,0.3181793,0.0370086003057485,0.0299776772740444,0.0878201527987573,0.151037931442261
"163",0.620078398510499,-0.209362080818318,0.274310588405703,0.501237908968465,0.5232235,0.3040786,0.0410700527666733,0.0288682964338047,0.103238410268656,0.163578033447266
"164",0.716428219235674,-0.22988055022462,0.252657484822304,0.507993462934143,0.5488819,0.2994332,0.0425861616493935,0.0287332088917795,0.118844066546414,0.193482875823975
"165",0.660805751944157,-0.219875801459611,0.298392600905942,0.510530588969365,0.5064066,0.3174836,0.0406422046040785,0.0310038770722322,0.104326106957367,0.25980806350708
"166",0.613404149370187,-0.166860241626132,0.250511143025324,0.524685072459168,0.5326265,0.3177804,0.0419898399995105,0.0287371723434237,0.0925773943512989,0.15558385848999
"167",0.412567907894975,-0.195851217398665,0.288778056058516,0.504004857465543,0.5170566,0.2839251,0.0411623872269573,0.0275903173827258,0.0995690007824182,0.182557821273804
"168",0.460443448112538,-0.20177966554538,0.250320735717419,0.516872478948528,0.543371,0.2969593,0.0428108998310354,0.0282996965908283,0.107292976092621,0.108680009841919
"169",0.598163471739313,-0.213478532522056,0.321483342185337,0.482961775268026,0.4323118,0.2986286,0.0361613730957417,0.0286091297593183,0.116438700271656,0.179571151733398
