"","y","b0","b1","sigma","A11","A22"
"1",-0.00913781590158824,0.00693757383097982,-0.0278616713822521,0.000902033120148138,0.000212732000000049,-0.00656257900000001
"2",0.107155219374338,0.0400030731194145,0.0278387056171317,NA,NA,NA
"3",0.101342650262894,0.0393362824960892,0.0285432026176506,0.0148590627370397,0.0362246234258271,0.0244350834580687
"4",0.010333291776234,0.0015923783650312,0.00158935771905352,0.00022116382568228,0.00130964415056212,0.0867013992001268
"5",0.958,0.95,0.826,NA,NA,NA
