"","y","b0","b1","sigma","A11","A22"
"1",0.101436524915709,-0.00150935559541407,0.00211539525527016,0.000161506799349231,-0.00183985193556258,-0.00131740790303514
"2",0.0977028886572839,0.0399315873347647,0.0288230333295007,NA,NA,NA
"3",0.97,0.0392848131383787,0.0297503804310978,0.0148063951976358,0.0364103852817519,0.0247048476132106
"4",0.101436524915709,0.0015424881045441,0.000887789862609474,0.000218816964517312,0.00132644977919768,0.0898203996583627
"5",0.0977028886572839,0.96,0.944,NA,NA,NA
